mass,pT,ratio,stat,sysup,sysdown,delta
1400,1050.0,1.299271471065171,0.07083317772812532,0.0,0.34624750092822987,0.8643281764139111
1400,1300.0,1.3238036343719353,0.09706150585147814,0.011662291082240595,0.39229195762496094,0.8254149188587192
1400,2125.0,1.028095901676833,0.11627433611534119,0.014645728798839075,0.31058328581094163,0.09046173107311224
1600,25.0,0.9924446000908451,0.006307181620866438,0.06150863548576169,0.02922629098865126,0.1228347832704538
1600,75.0,0.9606574013735271,0.008120818184533316,0.03314633936035172,0.0,1.186936457711313
1600,125.0,0.9865398676928716,0.010688259131673757,0.027280825669794062,0.0,0.4933916762655666
1600,175.0,0.9619173893460042,0.012597930363283619,0.023149815527583884,0.016803076262193017,1.645050285978257
1600,225.0,0.9982671494850907,0.015433821088417198,0.02607684145601674,0.036466560962616024,0.06645170266621853
1600,275.0,1.004842913178676,0.017894252410839362,0.019617009876912395,0.06558826552996078,0.07383810411122665
1600,325.0,1.0153664725896967,0.020885053114345468,0.019767832862724433,0.08485878687591908,0.1810828690276427
1600,400.0,1.066995666324456,0.018941782781752462,0.023438412926106933,0.11053314565010941,0.6061138125619757
1600,500.0,1.0700928907832215,0.02387414046575993,0.026363290229818093,0.13236074932229236,0.5295594890638499
1600,600.0,1.1244627756500483,0.03189503642589021,0.044836383078551645,0.15228932752845137,0.817278384966245
1600,725.0,1.160444857163422,0.03414160760017066,0.010422808845753861,0.21339698566227006,0.7518609349869074
1600,875.0,1.281442018525417,0.05333841719592549,0.011897267748580687,0.26307128670371904,1.069831763290791
1600,1050.0,1.2507718959008576,0.06050892144665647,0.036506046331634456,0.2806167280617926,0.8936455700019312
1600,1300.0,1.2590650869127498,0.08005948286803752,0.025701493022711963,0.3365336315709293,0.7698044492713593
1600,2125.0,1.2709523179079025,0.12997632164877687,0.0,0.4019879901602571,0.6740308778873824
1800,25.0,1.0011289084734032,0.006037302478552682,0.05521856255084234,0.03068193227919458,0.03679391712133797
1800,75.0,0.9663065333104457,0.00790709212425867,0.028900273859278847,0.0,1.16585285155478
1800,125.0,0.9705817772385268,0.010176801017605024,0.030987167666887805,0.0,0.9493679150582345
1800,175.0,0.9514388431624684,0.012039110235756063,0.017265495911333084,0.01993806511149221,2.812612918094986
1800,225.0,0.9863726046280001,0.01478716781339425,0.017609584109050225,0.046667734884513146,0.7738624198964604
1800,275.0,1.0227239369993346,0.017989653905392797,0.033303672221879355,0.05743654923683461,0.39563548474394655
1800,325.0,1.0017248071566567,0.020096886314759768,0.03480073133485462,0.0687364621855302,0.02509304526033308
1800,400.0,1.0361603077746473,0.017610701928935428,0.027313861892017455,0.09721224826079355,0.37197275468456603
1800,500.0,1.080964646524837,0.023597863810894754,0.0388000073169783,0.11901528721771037,0.6802877883807592
1800,600.0,1.1643046978703429,0.03207311575337448,0.022360624251625216,0.16643637999593464,0.9871922104671836
1800,725.0,1.1606594467693694,0.03297871057635573,0.04015770777661354,0.18069679612179834,0.8891106550725846
1800,875.0,1.166483654980608,0.04455361652794455,0.025738877909599944,0.21625965630235866,0.7698322369838712
1800,1050.0,1.244921428621673,0.05831918928751261,0.05102415524737469,0.24463342842215896,1.001177272465875
1800,1300.0,1.34592941029892,0.08359517287977755,0.046179520018317266,0.31759991761223727,1.089198677693836
1800,2125.0,1.130098191359505,0.10305951808859852,0.01223201945920227,0.3447668990703828,0.3773511659915644
2000,25.0,1.021772726987534,0.0057920060594176355,0.052257632350713346,0.028021280200087095,0.7770068616446154
2000,75.0,0.9468337451865473,0.007361846929195331,0.024300719865127163,0.001987339366894547,2.1878469077679115
2000,125.0,0.9537233491922562,0.009605926206023293,0.02481997184629392,0.0,1.8644924778451653
2000,175.0,0.9663193122820907,0.01184579526716896,0.019039657587430203,0.017294860766431497,1.768975495659386
2000,225.0,0.9895681424146484,0.014333155661375906,0.023156836677283077,0.04202619777446526,0.4504871598280637
2000,275.0,0.965540966707848,0.01612391195597898,0.02606822897732808,0.056872979755542286,1.3218785718861676
2000,325.0,0.9867488615581272,0.018997808531614355,0.024935611611955233,0.07386260428557667,0.5314142138594898
2000,400.0,1.0346753967396314,0.01708084294558472,0.031953132087423786,0.09128008016578526,0.37987912233044735
2000,500.0,1.1012497458692203,0.023418043783792,0.0299279423723795,0.12491509721657557,0.8105485095502533
2000,600.0,1.074485482444064,0.027784175040473248,0.041469681196317554,0.12919273555969846,0.5765454390401469
2000,725.0,1.1394200543660864,0.031552662627053175,0.04503381081823932,0.16123392688066984,0.8647066846500115
2000,875.0,1.253092150613985,0.047620673439450756,0.0545650606269501,0.20642297658549302,1.22608517133345
2000,1050.0,1.3272222985594413,0.06189805126428415,0.044077706597648314,0.2561055258032674,1.2776854288212574
2000,1300.0,1.2834150530559223,0.07472992595754602,0.038322189412679286,0.2952240966461671,0.9599997299529441
2000,2125.0,1.3780047758103333,0.12007331886174859,0.004741122746839022,0.4155203487880623,0.90971423400286
2200,25.0,1.0343028470147824,0.005592242713604403,0.03535229054383815,0.03845934280594965,0.8919249397437891
2200,75.0,0.9474129065066416,0.007170937691257513,0.027684968529079645,0.0,1.8994817869531686
2200,125.0,0.9351421802012125,0.009188387033854595,0.0303543360208246,0.0,2.136690446936205
2200,175.0,0.9429902077264095,0.011258518750472297,0.026245454437271776,0.00941175725418586,2.1721777540506046
2200,225.0,0.9725883774169414,0.013838544656643602,0.03127327291295312,0.030930698361234077,0.876519149733924
2200,275.0,1.0046355924461177,0.01680869892539257,0.031128086242686814,0.052389227979825925,0.08848369454695422
2200,325.0,0.9999105310336647,0.019047799200554015,0.03882940949750768,0.06218184579597097,0.0023041546985428456
2200,400.0,1.0294463260718463,0.016792016881516943,0.04281277716527332,0.07777811112713984,0.3785939983000088
2200,500.0,1.0658596396950244,0.022099367843625033,0.04427779448398472,0.10171373820923602,0.6474999430218963
2200,600.0,1.0724676514848122,0.02764434263182534,0.05517312637536009,0.11333641931928262,0.6394030437882626
2200,725.0,1.1814117073977335,0.03298829777304876,0.05465383577508631,0.15767601258308206,1.1505345957562487
2200,875.0,1.1361694035405614,0.04103946115667484,0.057080960857383234,0.1790509748066602,0.7605063512644795
2200,1050.0,1.1539259244815796,0.05006029239468181,0.05969219369997325,0.2010506673426219,0.7656076277492064
2200,1300.0,1.3131786409818573,0.07569001938522171,0.06937004751672271,0.27576763512185143,1.1356613361951462
2200,2125.0,1.3780105453675926,0.11493810912223015,0.06369085060682211,0.3676425233988949,1.0282013676569408
2400,25.0,1.0562994252351503,0.005749790572052513,0.03014224827542633,0.036907754598088705,1.5254091138360883
2400,75.0,0.9382420889401322,0.007294695085140091,0.025683470264584396,0.0,2.4045781361963154
2400,125.0,0.9143402007456142,0.009253316204113606,0.02734741735392432,0.0,3.132281127164418
2400,175.0,0.9349886759853824,0.011599468621761425,0.02172853347391457,0.012418873542113462,2.991979375536996
2400,225.0,0.9745099249428688,0.014518570174256198,0.027809738953533225,0.03205550715448802,0.9165880736860594
2400,275.0,0.9675077856615265,0.016624344590821398,0.032138632187301175,0.0474442959210335,1.011001779699636
2400,325.0,1.0148154935306772,0.020470963825010787,0.04305174845919302,0.057383432469536366,0.25818416384454634
2400,400.0,0.9952509410000945,0.01682286505835777,0.04366093737822352,0.07010283377422333,0.10877134768696417
2400,500.0,1.0363255704913166,0.022397611049027048,0.05298823014054044,0.08867078279865992,0.40966786741692734
2400,600.0,1.0650321589486302,0.029017791859127905,0.06324360314763,0.10590910318292301,0.6140374811436997
2400,725.0,1.0808118093359,0.03048673082059546,0.06337373475299724,0.12723895819629882,0.6351184454939268
2400,875.0,1.1930859099327555,0.04652257246881028,0.07087743890970755,0.17118210871876194,1.127956136175304
2400,1050.0,1.185626364866067,0.05500960437498024,0.07268257932654687,0.1897729286898544,0.9781498665146063
2400,1300.0,1.1919318668334793,0.06901145998895356,0.08685966361224673,0.2227090307665841,0.861805496493936
2400,2125.0,1.5135871695411676,0.1374013125670281,0.08517922451949334,0.3799382882206426,1.3517647088068963
2600,25.0,1.0591671613182492,0.005427867615623637,0.01872647302276742,0.03938756149906064,1.502178836830512
2600,75.0,0.9310661838858075,0.006990118791268945,0.024100349114569375,0.0,2.860282885799357
2600,125.0,0.9042376648352707,0.008890192784737355,0.025447445136061564,0.0,3.763141433362383
2600,175.0,0.9223716143250336,0.011146128732177985,0.028154291952025123,0.002526518399300959,2.7572487280889573
2600,225.0,0.9669924094392686,0.014082093114679159,0.032435429265808446,0.02454712758822919,1.0176400099481997
2600,275.0,1.0015795278345898,0.01729946749774376,0.04443040648818819,0.03615170107002774,0.04369166008344069
2600,325.0,0.9849003164519676,0.01947406319420053,0.049101860102040984,0.04549300833358261,0.3075175465176468
2600,400.0,1.0137874921182368,0.01716575974103337,0.06081382734603813,0.053873611498082674,0.2559229228344476
2600,500.0,1.0205702807074615,0.021774484183672956,0.05991964638511593,0.07755568526217071,0.26523240221429684
2600,600.0,1.07986616978354,0.029591674727321174,0.06803474672533416,0.0977301967973021,0.8172107741600788
2600,725.0,1.1211453294850284,0.032079624388966124,0.0697818215555337,0.1232377437319443,0.9830213197389666
2600,875.0,1.2397713895527487,0.04956062679638852,0.09978395356777203,0.14639207920791897,1.6378713305397088
2600,1050.0,1.1517346987513122,0.05254597166621827,0.0781177105490809,0.1706481664092605,0.8891668861381803
2600,1300.0,1.2450991413432484,0.0737994668614983,0.08855086516161426,0.22123822549673755,1.1078516869900619
2600,2125.0,1.440247146088374,0.12538037024348153,0.10954866974958599,0.3294905978605336,1.3361447912232118
